TIENDA_ID,PLAZA_CVE,NIVELSOCIOECONOMICO_DES,ENTORNO_DES,MTS2VENTAS_NUM,PUERTASREFRIG_NUM,CAJONESESTACIONAMIENTO_NUM,LATITUD_NUM,LONGITUD_NUM,SEGMENTO_MAESTRO_DESC,LID_UBICACION_TIENDA,DATASET,nombre,nombre_municipio,nombre_estado,carta,ambito,poblacion,masculino,femenino,viviendas,mean over success coefffient_pred
125,1,BC,Hogar,141.9,10,6,25.69017,-100.25164,Clásico,UT_TRAFICO_VEHICULAR,TRAIN,Guadalupe,Guadalupe,Nuevo León,G14C26,U,673616,334519,339097,171149,2.192667
279,1,C,Hogar,104.2,13,12,25.67484,-100.24412,Hogar Reunión,UT_DENSIDAD,TRAIN,Guadalupe,Guadalupe,Nuevo León,G14C26,U,673616,334519,339097,171149,2.2253196
127,1,BC,Hogar,132.0,12,5,25.66474,-100.20913,Hogar Reunión,UT_GAS_URBANA,TRAIN,Los Alamitos,Guadalupe,Nuevo León,G14C26,R,0,0,0,0,2.1851068
706,1,C,Hogar,120.87,13,0,25.73785,-100.20217,Hogar Reunión,UT_DENSIDAD,TRAIN,Caballerizas,Apodaca,Nuevo León,G14C16,R,12,5,7,3,1.9878857
129,1,BC,Base,83.99,13,10,25.6808,-100.24372,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,Guadalupe,Guadalupe,Nuevo León,G14C26,U,673616,334519,339097,171149,2.1627297
268,1,C,Base,121.2,13,9,25.69481,-100.23052,Clásico,UT_GAS_URBANA,TRAIN,Guadalupe,Guadalupe,Nuevo León,G14C26,U,673616,334519,339097,171149,2.2504654
131,1,BC,Hogar,99.65,12,8,25.64911,-100.26649,Clásico,UT_DENSIDAD,TRAIN,Guadalupe,Guadalupe,Nuevo León,G14C26,U,673616,334519,339097,171149,2.239149
716,1,C,Hogar,121.21,13,0,25.7105,-100.21547,Hogar Reunión,UT_DENSIDAD,TRAIN,Yesaki (San Miguel),Apodaca,Nuevo León,G14C26,R,0,0,0,0,2.0713952
722,1,C,Base,118.3,13,0,25.69569,-100.24609,Oficinistas,UT_TRAFICO_VEHICULAR,TRAIN,Guadalupe,Guadalupe,Nuevo León,G14C26,U,673616,334519,339097,171149,1.9055381
726,1,C,Hogar,113.96,13,0,25.72278,-100.15421,Hogar Reunión,UT_DENSIDAD,TRAIN,El Cerrito,Apodaca,Nuevo León,G14C26,R,0,0,0,0,1.9387596
135,1,BC,Hogar,124.5,12,7,25.69272,-100.25433,Clásico,UT_DENSIDAD,TRAIN,Guadalupe,Guadalupe,Nuevo León,G14C26,U,673616,334519,339097,171149,2.2727275
663,1,C,Base,115.76,13,0,25.71882,-100.16863,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,Ninguno,Apodaca,Nuevo León,G14C26,R,0,0,0,0,1.897978
639,1,C,Hogar,113.85,13,0,25.71143,-100.15224,Hogar Reunión,UT_DENSIDAD,TRAIN,Los Doctores,Guadalupe,Nuevo León,G14C26,R,0,0,0,0,1.9387596
642,1,C,Receso,88.39,13,0,25.70438,-100.22197,Oficinistas,UT_TRAFICO_PEATONAL,TRAIN,Guadalupe,Guadalupe,Nuevo León,G14C26,U,673616,334519,339097,171149,1.9055381
299,1,C,Hogar,94.0,10,9,25.68426,-100.21374,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,Las Escobas,Guadalupe,Nuevo León,G14C26,R,5,0,0,1,2.1829634
298,1,C,Peatonal,103.3,13,5,25.67933,-100.24593,Oficinistas,UT_TRAFICO_PEATONAL,TRAIN,Guadalupe,Guadalupe,Nuevo León,G14C26,U,673616,334519,339097,171149,2.0294425
644,1,C,Base,105.69,13,0,25.7036,-100.15854,Hogar Reunión,UT_TRAFICO_PEATONAL,TRAIN,Los Doctores,Guadalupe,Nuevo León,G14C26,R,0,0,0,0,1.897978
296,1,C,Hogar,86.0,13,5,25.66105,-100.25257,Clásico,UT_GAS_URBANA,TRAIN,Guadalupe,Guadalupe,Nuevo León,G14C26,U,673616,334519,339097,171149,2.0471928
652,1,C,Base,113.23,14,0,25.65635,-100.26234,Clásico,UT_TRAFICO_VEHICULAR,TRAIN,Guadalupe,Guadalupe,Nuevo León,G14C26,U,673616,334519,339097,171149,1.9055381
653,1,C,Hogar,112.09,13,0,25.69885,-100.12075,Clásico,UT_DENSIDAD,TRAIN,El Corrientón (Materiales Alianza),Apodaca,Nuevo León,G14C26,R,1,0,0,1,1.9387596
292,1,C,Hogar,114.0,13,11,25.72188,-100.20232,Hogar Reunión,UT_GAS_URBANA,TRAIN,Ninguno,Apodaca,Nuevo León,G14C26,R,0,0,0,0,2.1214278
291,1,C,Hogar,108.91,13,10,25.68419,-100.24388,Hogar Reunión,UT_DENSIDAD,TRAIN,Guadalupe,Guadalupe,Nuevo León,G14C26,U,673616,334519,339097,171149,2.2253196
731,1,C,Base,117.97,15,0,25.67493,-100.20706,Hogar Reunión,UT_GAS_URBANA,TRAIN,Las Escobas,Guadalupe,Nuevo León,G14C26,R,5,0,0,1,1.8406434
289,1,C,Hogar,114.04,13,9,25.70314,-100.23122,Hogar Reunión,UT_GAS_URBANA,TRAIN,Guadalupe,Guadalupe,Nuevo León,G14C26,U,673616,334519,339097,171149,2.1179159
288,1,D,Base,104.0,13,11,25.67442,-100.20493,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,Las Escobas,Guadalupe,Nuevo León,G14C26,R,5,0,0,1,2.1551695
667,1,C,Hogar,122.19,13,0,25.73719,-100.15527,Hogar Reunión,UT_DENSIDAD,TRAIN,El Llanito,Apodaca,Nuevo León,G14C26,R,15,0,0,1,1.9370877
668,1,C,Hogar,93.08,13,0,25.72812,-100.18563,Hogar Reunión,UT_DENSIDAD,TRAIN,Ninguno,Apodaca,Nuevo León,G14C26,R,0,0,0,0,1.9387596
285,1,A,Hogar,130.46,13,7,25.64192,-100.26826,Clásico,UT_DENSIDAD,TRAIN,Receptora de Televisa,Guadalupe,Nuevo León,G14C26,R,0,0,0,0,2.5873647
671,1,C,Base,114.21,13,0,25.67863,-100.26725,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,Guadalupe,Guadalupe,Nuevo León,G14C26,U,673616,334519,339097,171149,1.9055381
674,1,C,Hogar,114.34,13,0,25.69528,-100.20643,Hogar Reunión,UT_DENSIDAD,TRAIN,Las Escobas,Guadalupe,Nuevo León,G14C26,R,5,0,0,1,1.9387596
281,1,BC,Hogar,121.54,13,8,25.69659,-100.25507,Hogar Reunión,UT_DENSIDAD,TRAIN,Guadalupe,Guadalupe,Nuevo León,G14C26,U,673616,334519,339097,171149,2.4272544
677,1,C,Hogar,110.81,13,0,25.68325,-100.23067,Parada Técnica,UT_DENSIDAD,TRAIN,Guadalupe,Guadalupe,Nuevo León,G14C26,U,673616,334519,339097,171149,1.9463197
834,1,C,Hogar,101.33,13,0,25.70647,-100.22508,Hogar Reunión,UT_DENSIDAD,TRAIN,Guadalupe,Guadalupe,Nuevo León,G14C26,U,673616,334519,339097,171149,1.9463197
792,1,C,Peatonal,87.25,0,0,25.67762,-100.25978,Oficinistas,UT_TRAFICO_PEATONAL,TRAIN,Guadalupe,Guadalupe,Nuevo León,G14C26,U,673616,334519,339097,171149,1.6416652
164,1,CD,Base,18.72,12,9,25.73369,-100.19908,Hogar Reunión,UT_GAS_URBANA,TRAIN,Ninguno,Apodaca,Nuevo León,G14C26,R,0,0,0,0,2.0944755
231,1,CD,Hogar,116.5,13,9,25.70295,-100.25852,Hogar Reunión,UT_GAS_URBANA,TRAIN,Guadalupe,Guadalupe,Nuevo León,G14C26,U,673616,334519,339097,171149,2.1351047
823,1,C,Hogar,108.66,0,0,25.66404,-100.23363,Hogar Reunión,UT_DENSIDAD,TRAIN,Guadalupe,Guadalupe,Nuevo León,G14C26,U,673616,334519,339097,171149,1.6824468
824,1,C,Hogar,97.92,0,0,25.7371,-100.16613,Hogar Reunión,UT_DENSIDAD,TRAIN,Quinta Cien,Apodaca,Nuevo León,G14C26,R,0,0,0,0,1.7045004
182,1,BC,Hogar,111.9,13,5,25.68312,-100.2139,Hogar Reunión,UT_DENSIDAD,TRAIN,Las Escobas,Guadalupe,Nuevo León,G14C26,R,5,0,0,1,2.2240653
223,1,BC,Hogar,128.96,12,9,25.66976,-100.23605,Hogar Reunión,UT_GAS_URBANA,TRAIN,Guadalupe,Guadalupe,Nuevo León,G14C26,U,673616,334519,339097,171149,2.2355301
828,1,C,Hogar,0.0,0,0,25.6678,-100.2209,Hogar Reunión,UT_DENSIDAD,TRAIN,Guadalupe,Guadalupe,Nuevo León,G14C26,U,673616,334519,339097,171149,1.6824468
832,1,C,Hogar,66.04,0,0,25.66925,-100.237,Hogar Reunión,UT_DENSIDAD,TRAIN,Guadalupe,Guadalupe,Nuevo León,G14C26,U,673616,334519,339097,171149,1.6824468
245,1,D,Hogar,116.0,10,8,25.73065,-100.18657,Hogar Reunión,UT_DENSIDAD,TRAIN,Ninguno,Apodaca,Nuevo León,G14C26,R,0,0,0,0,2.2315888
188,1,BC,Receso,95.3,13,7,25.68763,-100.24615,Parada Técnica,UT_GAS_URBANA,TRAIN,Guadalupe,Guadalupe,Nuevo León,G14C26,U,673616,334519,339097,171149,2.061264
191,1,CD,Receso,131.5,11,0,25.69273,-100.24576,Clásico,UT_GAS_URBANA,TRAIN,Guadalupe,Guadalupe,Nuevo León,G14C26,U,673616,334519,339097,171149,1.9511532
847,1,C,Hogar,100.4,13,0,25.71567,-100.1601,Hogar Reunión,UT_GAS_URBANA,TRAIN,Ninguno,Apodaca,Nuevo León,G14C26,R,0,0,0,0,1.881425
193,1,CD,Hogar,95.54,10,9,25.73871,-100.18913,Hogar Reunión,UT_DENSIDAD,TRAIN,Quinta Cien,Apodaca,Nuevo León,G14C26,R,0,0,0,0,2.2511466
212,1,CD,Base,134.24,12,10,25.69344,-100.1831,Parada Técnica,UT_CARRETERA_GAS,TRAIN,El Ranchito Número Uno,Guadalupe,Nuevo León,G14C26,R,183,101,82,56,2.4567356
211,1,C,Hogar,127.62,12,11,25.74447,-100.17476,Hogar Reunión,UT_DENSIDAD,TRAIN,Quinta Cien,Apodaca,Nuevo León,G14C26,R,0,0,0,0,2.2467024
199,1,CD,Base,113.0,11,11,25.72332,-100.19058,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,Ninguno,Apodaca,Nuevo León,G14C26,R,0,0,0,0,2.1628823
873,1,C,Receso,58.12,0,0,25.69741,-100.13975,Parada Técnica,UT_TRAFICO_VEHICULAR,TRAIN,Bello Amanecer,Guadalupe,Nuevo León,G14C26,R,135,71,64,46,1.6637188
254,1,C,Hogar,113.0,12,7,25.66872,-100.2344,Hogar Reunión,UT_GAS_URBANA,TRAIN,Guadalupe,Guadalupe,Nuevo León,G14C26,U,673616,334519,339097,171149,2.0622764
735,1,C,Hogar,83.57,12,0,25.71611,-100.18296,Hogar Reunión,UT_DENSIDAD,TRAIN,Ninguno,Apodaca,Nuevo León,G14C26,R,0,0,0,0,1.9464726
746,1,C,Hogar,104.1,15,0,25.6867,-100.19352,Hogar Reunión,UT_DENSIDAD,TRAIN,Las Escobas,Guadalupe,Nuevo León,G14C26,R,5,0,0,1,1.9387596
141,1,BC,Hogar,98.5,11,6,25.68098,-100.23912,Hogar Reunión,UT_DENSIDAD,TRAIN,Guadalupe,Guadalupe,Nuevo León,G14C26,U,673616,334519,339097,171149,2.2317781
259,1,C,Base,99.08,10,0,25.67765,-100.2596,Oficinistas,UT_TRAFICO_PEATONAL,TRAIN,Guadalupe,Guadalupe,Nuevo León,G14C26,U,673616,334519,339097,171149,1.9132512
753,1,C,Hogar,103.64,14,0,25.72788,-100.18008,Hogar Reunión,UT_DENSIDAD,TRAIN,Ninguno,Apodaca,Nuevo León,G14C26,R,0,0,0,0,1.9387596
754,1,C,Hogar,119.75,15,0,25.71732,-100.19217,Hogar Reunión,UT_DENSIDAD,TRAIN,Ninguno,Apodaca,Nuevo León,G14C26,R,0,0,0,0,1.9878857
145,1,BC,Hogar,112.5,13,6,25.66404,-100.21449,Hogar Reunión,UT_DENSIDAD,TRAIN,Los Alamitos,Guadalupe,Nuevo León,G14C26,R,0,0,0,0,2.2240653
765,1,C,Hogar,94.42,13,0,25.69325,-100.23738,Oficinistas,UT_DENSIDAD,TRAIN,Guadalupe,Guadalupe,Nuevo León,G14C26,U,673616,334519,339097,171149,1.9463197
766,1,C,Base,118.52,15,0,25.72372,-100.14054,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,Barretales,Apodaca,Nuevo León,G14C26,R,1,0,0,1,1.897978
395,1,C,Hogar,79.55,10,4,25.67661,-100.24879,Hogar Reunión,UT_DENSIDAD,TRAIN,Guadalupe,Guadalupe,Nuevo León,G14C26,U,673616,334519,339097,171149,2.151237
253,1,C,Hogar,117.0,12,11,25.72968,-100.17269,Hogar Reunión,UT_DENSIDAD,TRAIN,Ninguno,Apodaca,Nuevo León,G14C26,R,0,0,0,0,2.2254722
769,1,C,Base,108.8,15,0,25.69461,-100.17078,Oficinistas,UT_TRAFICO_VEHICULAR,TRAIN,El Ranchito Número Uno,Guadalupe,Nuevo León,G14C26,R,183,101,82,56,1.897978
152,1,BC,Hogar,102.1,13,8,25.66861,-100.24023,Hogar Reunión,UT_DENSIDAD,TRAIN,Guadalupe,Guadalupe,Nuevo León,G14C26,U,673616,334519,339097,171149,2.2314363
783,1,C,Hogar,114.47,14,0,25.6989,-100.1506,Hogar Reunión,UT_DENSIDAD,TRAIN,San Miguel,Guadalupe,Nuevo León,G14C26,R,6,0,0,1,1.9387596
789,1,C,Hogar,100.7,0,0,25.71404,-100.17443,Hogar Reunión,UT_DENSIDAD,TRAIN,Yesaki (San Miguel),Apodaca,Nuevo León,G14C26,R,0,0,0,0,1.7045004
248,1,CD,Base,100.28,13,7,25.70751,-100.19946,Oficinistas,UT_GAS_URBANA,TRAIN,Yesaki (San Miguel),Apodaca,Nuevo León,G14C26,R,0,0,0,0,2.0524597
156,1,BC,Hogar,115.0,11,0,25.67567,-100.22221,Hogar Reunión,UT_DENSIDAD,TRAIN,Guadalupe,Guadalupe,Nuevo León,G14C26,U,673616,334519,339097,171149,2.1617832
247,1,D,Hogar,104.6,13,10,25.69494,-100.21911,Hogar Reunión,UT_DENSIDAD,TRAIN,Guadalupe,Guadalupe,Nuevo León,G14C26,U,673616,334519,339097,171149,2.2425084
474,1,C,Hogar,115.79,13,11,25.71698,-100.13154,Hogar Reunión,UT_DENSIDAD,TRAIN,El Giro,Apodaca,Nuevo León,G14C26,R,5,0,0,1,2.2177594
453,1,C,Base,107.02,13,8,25.74442,-100.16092,Hogar Reunión,UT_GAS_URBANA,TRAIN,Quinta Cien,Apodaca,Nuevo León,G14C26,R,0,0,0,0,2.0413547
455,1,C,Hogar,119.51,13,7,25.73055,-100.18982,Hogar Reunión,UT_DENSIDAD,TRAIN,Ninguno,Apodaca,Nuevo León,G14C26,R,0,0,0,0,2.1535056
366,1,C,Hogar,100.0,10,7,25.66606,-100.26935,Hogar Reunión,UT_GAS_URBANA,TRAIN,Guadalupe,Guadalupe,Nuevo León,G14C26,U,673616,334519,339097,171149,2.0622764
365,1,C,Base,97.54,13,5,25.6751,-100.21091,Oficinistas,UT_TRAFICO_PEATONAL,TRAIN,Las Escobas,Guadalupe,Nuevo León,G14C26,R,5,0,0,1,2.0294425
456,1,C,Hogar,127.9,13,10,25.74066,-100.1661,Hogar Reunión,UT_DENSIDAD,TRAIN,Quinta Cien,Apodaca,Nuevo León,G14C26,R,0,0,0,0,2.2389896
457,1,C,Hogar,81.3,10,7,25.73088,-100.15723,Hogar Reunión,UT_DENSIDAD,TRAIN,Los Chapa (Sonia),Apodaca,Nuevo León,G14C26,R,3,0,0,1,2.1510477
458,1,C,Hogar,101.46,13,5,25.70524,-100.20732,Hogar Reunión,UT_DENSIDAD,TRAIN,Yesaki (San Miguel),Apodaca,Nuevo León,G14C26,R,0,0,0,0,2.135964
361,1,C,Hogar,93.0,12,5,25.71936,-100.16773,Hogar Reunión,UT_DENSIDAD,TRAIN,Ninguno,Apodaca,Nuevo León,G14C26,R,0,0,0,0,2.1436768
464,1,C,Hogar,138.92,13,6,25.70318,-100.24274,Hogar Reunión,UT_DENSIDAD,TRAIN,Guadalupe,Guadalupe,Nuevo León,G14C26,U,673616,334519,339097,171149,2.129262
358,1,C,Base,93.0,10,11,25.70128,-100.16365,Hogar Reunión,UT_GAS_URBANA,TRAIN,Los Doctores,Guadalupe,Nuevo León,G14C26,R,0,0,0,0,2.040582
447,1,C,Hogar,83.9,13,5,25.73034,-100.16336,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,El Llanito,Apodaca,Nuevo León,G14C26,R,15,0,0,1,2.0969672
356,1,C,Hogar,77.0,10,8,25.66098,-100.26814,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,Guadalupe,Guadalupe,Nuevo León,G14C26,U,673616,334519,339097,171149,2.1829634
355,1,C,Hogar,90.0,10,6,25.66743,-100.25439,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,Guadalupe,Guadalupe,Nuevo León,G14C26,U,673616,334519,339097,171149,2.1122403
484,1,C,Hogar,115.75,13,10,25.71093,-100.13501,Hogar Reunión,UT_DENSIDAD,TRAIN,Loma la Paz,Apodaca,Nuevo León,G14C26,U,5629,2870,2759,1276,2.2177594
493,1,C,Base,119.41,13,9,25.68103,-100.25271,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,Guadalupe,Guadalupe,Nuevo León,G14C26,U,673616,334519,339097,171149,2.132355
352,1,C,Base,105.0,10,8,25.74532,-100.17814,Parada Técnica,UT_GAS_URBANA,TRAIN,Quinta Cien,Apodaca,Nuevo León,G14C26,R,0,0,0,0,2.0490675
351,1,C,Base,93.0,10,7,25.67929,-100.26519,Oficinistas,UT_GAS_URBANA,TRAIN,Guadalupe,Guadalupe,Nuevo León,G14C26,U,673616,334519,339097,171149,1.9871916
495,1,C,Base,115.7,13,11,25.66923,-100.23264,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,Guadalupe,Guadalupe,Nuevo León,G14C26,U,673616,334519,339097,171149,2.097764
503,1,C,Hogar,81.59,11,8,25.67292,-100.25155,Hogar Reunión,UT_DENSIDAD,TRAIN,Guadalupe,Guadalupe,Nuevo León,G14C26,U,673616,334519,339097,171149,2.2219603
348,1,C,Hogar,100.0,10,11,25.69414,-100.1901,Hogar Reunión,UT_DENSIDAD,TRAIN,Las Escobas,Guadalupe,Nuevo León,G14C26,R,5,0,0,1,2.2254722
506,1,C,Hogar,105.66,13,8,25.70051,-100.18745,Hogar Reunión,UT_DENSIDAD,TRAIN,El Ranchito Número Uno,Guadalupe,Nuevo León,G14C26,R,183,101,82,56,2.2066872
401,1,C,Hogar,92.52,12,9,25.71205,-100.16304,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,Yesaki (San Miguel),Apodaca,Nuevo León,G14C26,R,0,0,0,0,2.175403
389,1,BC,Base,98.08,12,9,25.74648,-100.19411,Hogar Reunión,UT_GAS_URBANA,TRAIN,Caballerizas,Apodaca,Nuevo León,G14C16,R,12,5,7,3,2.1140332
402,1,C,Hogar,103.27,13,9,25.72369,-100.16661,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,Ninguno,Apodaca,Nuevo León,G14C26,R,0,0,0,0,2.1676903
404,1,C,Base,112.87,13,9,25.67993,-100.25752,Oficinistas,UT_DENSIDAD,TRAIN,Guadalupe,Guadalupe,Nuevo León,G14C26,U,673616,334519,339097,171149,2.0913858
406,1,C,Hogar,76.69,10,5,25.6645,-100.26545,Clásico,UT_DENSIDAD,TRAIN,Guadalupe,Guadalupe,Nuevo León,G14C26,U,673616,334519,339097,171149,2.151237
407,1,C,Base,118.47,13,7,25.73733,-100.20671,Oficinistas,UT_GAS_URBANA,TRAIN,Caballerizas,Apodaca,Nuevo León,G14C16,R,12,5,7,3,1.9719186
409,1,C,Hogar,95.68,13,7,25.66723,-100.22505,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,Guadalupe,Guadalupe,Nuevo León,G14C26,U,673616,334519,339097,171149,2.1118982
411,1,C,Hogar,109.85,13,9,25.70931,-100.1846,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,Yesaki (San Miguel),Apodaca,Nuevo León,G14C26,R,0,0,0,0,2.1676903
417,1,C,Base,95.22,12,8,25.66245,-100.23941,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,Guadalupe,Guadalupe,Nuevo León,G14C26,U,673616,334519,339097,171149,2.0944047
423,1,C,Base,85.18,12,6,25.6728,-100.23769,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,Guadalupe,Guadalupe,Nuevo León,G14C26,U,673616,334519,339097,171149,2.0714586
635,1,C,Base,120.27,14,0,25.6638,-100.25769,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,Guadalupe,Guadalupe,Nuevo León,G14C26,U,673616,334519,339097,171149,1.9761901
425,1,C,Hogar,116.15,13,7,25.73241,-100.17578,Hogar Reunión,UT_DENSIDAD,TRAIN,Quinta Cien,Apodaca,Nuevo León,G14C26,R,0,0,0,0,2.1433349
427,1,C,Hogar,122.63,13,9,25.73371,-100.18386,Hogar Reunión,UT_DENSIDAD,TRAIN,Ninguno,Apodaca,Nuevo León,G14C26,R,0,0,0,0,2.2616103
431,1,C,Hogar,119.24,13,8,25.66744,-100.2239,Hogar Reunión,UT_DENSIDAD,TRAIN,Guadalupe,Guadalupe,Nuevo León,G14C26,U,673616,334519,339097,171149,2.2599106
433,1,C,Base,127.4,13,10,25.70933,-100.23586,Hogar Reunión,UT_DENSIDAD,TRAIN,Guadalupe,Guadalupe,Nuevo León,G14C26,U,673616,334519,339097,171149,2.169628
438,1,C,Hogar,117.61,13,7,25.69605,-100.21036,Hogar Reunión,UT_DENSIDAD,TRAIN,Las Escobas,Guadalupe,Nuevo León,G14C26,R,5,0,0,1,2.150895
374,1,C,Base,107.92,13,11,25.72258,-100.14044,Hogar Reunión,UT_CARRETERA_GAS,TRAIN,Barretales,Apodaca,Nuevo León,G14C26,R,1,0,0,1,2.1017425
439,1,C,Hogar,115.55,13,0,25.71549,-100.20702,Hogar Reunión,UT_DENSIDAD,TRAIN,Yesaki (San Miguel),Apodaca,Nuevo León,G14C26,R,0,0,0,0,1.9387596
372,1,CD,Hogar,80.56,12,11,25.65999,-100.23217,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,Receptora de Televisa,Guadalupe,Nuevo León,G14C26,R,0,0,0,0,2.2112243
441,1,CD,Hogar,111.48,13,8,25.72353,-100.17124,Hogar Reunión,UT_DENSIDAD,TRAIN,Ninguno,Apodaca,Nuevo León,G14C26,R,0,0,0,0,2.223876
446,1,C,Hogar,126.8,13,9,25.68774,-100.18129,Hogar Reunión,UT_DENSIDAD,TRAIN,Las Escobas,Guadalupe,Nuevo León,G14C26,R,5,0,0,1,2.2420652
612,1,C,Hogar,101.06,12,0,25.74353,-100.17685,Hogar Reunión,UT_DENSIDAD,TRAIN,Quinta Cien,Apodaca,Nuevo León,G14C26,R,0,0,0,0,1.9660304
587,1,C,Hogar,91.25,13,0,25.72789,-100.1931,Hogar Reunión,UT_DENSIDAD,TRAIN,Ninguno,Apodaca,Nuevo León,G14C26,R,0,0,0,0,1.9387596
346,1,C,Hogar,90.0,10,4,25.74205,-100.19846,Hogar Reunión,UT_DENSIDAD,TRAIN,Caballerizas,Apodaca,Nuevo León,G14C16,R,12,5,7,3,2.1632347
322,1,C,Base,100.0,10,9,25.65836,-100.22371,Hogar Reunión,UT_DENSIDAD,TRAIN,Receptora de Televisa,Guadalupe,Nuevo León,G14C26,R,0,0,0,0,2.1334016
321,1,C,Hogar,102.0,10,9,25.70853,-100.15266,Hogar Reunión,UT_DENSIDAD,TRAIN,Los Doctores,Guadalupe,Nuevo León,G14C26,R,0,0,0,0,2.2144
591,1,C,Hogar,86.41,13,0,25.65561,-100.22113,Hogar Reunión,UT_DENSIDAD,TRAIN,Receptora de Televisa,Guadalupe,Nuevo León,G14C26,R,0,0,0,0,1.9463197
302,1,CD,Base,130.0,13,13,25.67635,-100.26692,Hogar Reunión,UT_TRAFICO_PEATONAL,TRAIN,Guadalupe,Guadalupe,Nuevo León,G14C26,U,673616,334519,339097,171149,2.2727194
633,1,C,Hogar,103.05,12,0,25.72512,-100.18482,Hogar Reunión,UT_DENSIDAD,TRAIN,Ninguno,Apodaca,Nuevo León,G14C26,R,0,0,0,0,1.9464726
616,1,C,Hogar,96.93,12,0,25.70758,-100.16037,Hogar Reunión,UT_DENSIDAD,TRAIN,Los Doctores,Guadalupe,Nuevo León,G14C26,R,0,0,0,0,1.9464726
306,1,C,Base,182.0,13,4,25.67946,-100.2584,Oficinistas,UT_DENSIDAD,TRAIN,Guadalupe,Guadalupe,Nuevo León,G14C26,U,673616,334519,339097,171149,2.079962
307,1,C,Hogar,114.0,13,9,25.66859,-100.26665,Hogar Reunión,UT_DENSIDAD,TRAIN,Guadalupe,Guadalupe,Nuevo León,G14C26,U,673616,334519,339097,171149,2.2142475
